SaleID,ProductID,Quantity,UnitPrice,TotalPrice
12137,44753,4,137.64,550.56
48223,20441,5,5622.01,28110.05
38993,15808,5,29198.27,145991.35
5145,39365,1,1758.59,1758.59
454,48347,1,28884.72,28884.72
6089,8562,5,1615.98,8079.9
17630,49323,1,7187.83,7187.83
6449,47427,4,15237.19,60948.76
9194,14573,3,192.5,577.5
46105,17071,4,24130.84,96523.36
47457,32684,4,11835.14,47340.56
41355,45833,5,4320.07,21600.35
42525,23939,2,409.76,819.52
26056,36031,5,6937.91,34689.55
2823,34866,2,371.67,743.34
26446,33522,1,1970.36,1970.36
20820,17237,2,1843.52,3687.04
15559,35568,2,12123.24,24246.48
38162,5227,5,18931.58,94657.9
27300,39888,5,34767.02,173835.1
35919,2760,3,3706.01,11118.03
37875,45370,1,293.01,293.01
39046,35946,1,28.02,28.02
31702,239,1,21861.5,21861.5
7647,24526,5,761.54,3807.7
7482,37649,4,217.08,868.32
29346,566,4,7537.04,30148.16
19548,49079,3,676.15,2028.45
14685,41262,3,2033.85,6101.55
31007,41144,5,2419.98,12099.9
9330,5668,4,1958.34,7833.36
44241,47834,2,3761.01,7522.02
36435,37087,1,157.03,157.03
18590,23808,3,7648.34,22945.02
633,23138,4,755.02,3020.08
42015,46438,3,43447.3,130341.9
42032,44850,2,1382.28,2764.56
1074,8767,3,86.19,258.57
17594,27626,3,707.64,2122.92
10122,34274,3,15659.43,46978.29
38053,24236,2,16533.32,33066.64
46208,22280,2,23231.16,46462.32
44454,37815,2,2237.81,4475.62
18757,8955,1,4291.81,4291.81
41941,37073,1,12898.35,12898.35
18982,10042,3,2072.15,6216.45
34871,46613,3,1945.05,5835.15
15268,11542,5,82.25,411.25
37387,5903,2,12374.03,24748.06
47279,31356,5,617.84,3089.2
2463,31435,4,2210.66,8842.64
8825,10204,3,168.08,504.24
16417,7161,3,14558.38,43675.14
49816,26138,2,7173.98,14347.96
12329,12015,4,3169.32,12677.28
34014,36300,3,155.76,467.28
21024,40925,2,1758.55,3517.1
1647,21437,1,16369.97,16369.97
28627,40073,5,3194.1,15970.5
36337,31951,3,570.67,1712.01
34693,46987,3,242.75,728.25
9863,22840,4,10483.07,41932.28
10962,17870,5,153.78,768.9
10185,24360,5,3842.45,19212.25
33034,30777,4,3589.86,14359.44
17357,1281,1,393.68,393.68
49476,46010,4,288.81,1155.24
37556,27886,3,291.62,874.86
28595,40229,1,160.53,160.53
7453,26797,3,73,219
18082,43597,2,8223.67,16447.34
47143,15380,4,619.39,2477.56
634,5201,3,2712.22,8136.66
4560,22133,3,899.89,2699.67
4317,48136,1,275.86,275.86
49828,22798,1,1944.22,1944.22
28898,31954,3,20490.88,61472.64
30793,33759,4,2303.51,9214.04
5441,42524,2,4683.8,9367.6
15571,24413,5,1629.74,8148.7
29634,24818,4,41.8,167.2
10428,25803,5,16234.83,81174.15
3280,38316,1,4614.75,4614.75
5500,40199,4,46634.02,186536.08
15760,10768,2,976.1,1952.2
25426,10391,3,1275.33,3825.99
12346,28748,5,10935.01,54675.05
28464,13928,1,10196.9,10196.9
29642,3986,1,1685.11,1685.11
41217,41023,2,8791.55,17583.1
43867,47234,1,6114.1,6114.1
44194,49431,4,47.43,189.72
49053,36525,5,32675.72,163378.6
39774,29232,5,5613.99,28069.95
3327,16054,2,109.29,218.58
43395,47060,2,319.61,639.22
15131,6467,4,48982.16,195928.64
20041,37461,3,99.42,298.26
34997,26316,3,6313.02,18939.06
37627,5100,4,118.22,472.88
2403,21095,5,1783.3,8916.5
990,14098,1,357.93,357.93
31651,6175,3,2168.81,6506.43
27393,2687,1,2079.67,2079.67
2383,40596,5,1194.92,5974.6
22777,33689,4,8810.95,35243.8
11002,17509,3,6024.22,18072.66
4132,5748,1,133.17,133.17
15884,37529,4,2097.36,8389.44
47114,15229,1,289.2,289.2
13878,5057,1,1735.11,1735.11
24223,6363,5,2172.57,10862.85
25261,49697,5,26.49,132.45
5490,20366,4,24749.02,98996.08
49623,38261,1,2896.19,2896.19
619,29123,4,73.47,293.88
17239,15539,2,3948.02,7896.04
26340,13555,1,5784.57,5784.57
18582,12176,3,7118.85,21356.55
14409,35279,2,30291.31,60582.62
41535,9740,3,140.9,422.7
46997,18108,2,278.52,557.04
37620,21983,1,2167.73,2167.73
24560,15751,5,15800.42,79002.1
19477,6259,1,10916.21,10916.21
11570,20432,1,1918.36,1918.36
39395,31525,3,440.4,1321.2
12034,47316,4,3268.09,13072.36
1707,45190,4,111.51,446.04
26929,24169,3,13108.69,39326.07
48406,14152,1,65.49,65.49
6515,14612,1,1372.04,1372.04
40806,26873,2,8284.96,16569.92
28919,31430,3,1665.08,4995.24
4095,43701,1,6431.76,6431.76
39836,49864,3,2342.63,7027.89
11308,10531,5,104.7,523.5
23471,8568,2,38966.98,77933.96
2431,20407,2,28234.71,56469.42
15312,46392,1,3080.17,3080.17
41744,378,4,7656.16,30624.64
11386,15192,1,5356.57,5356.57
20834,1963,3,10532.06,31596.18
28809,35549,2,4844.6,9689.2
30780,32075,2,36.62,73.24
20123,48577,3,2894.82,8684.46
30357,46057,2,846.62,1693.24
48088,41558,3,2591.25,7773.75
27778,44034,3,105.89,317.67
9576,47505,4,1128.13,4512.52
31509,48582,3,90.18,270.54
40571,39231,5,5848.27,29241.35
33858,15890,3,275.34,826.02
47435,48146,1,16176.47,16176.47
40758,39366,1,972.48,972.48
29489,28984,2,67.9,135.8
30588,28241,4,621.06,2484.24
914,28084,2,67.15,134.3
24183,39108,2,18447.59,36895.18
30046,32213,2,1911.53,3823.06
18753,20881,4,547.14,2188.56
18445,17329,1,533.95,533.95
22922,13766,5,348.92,1744.6
24614,25956,1,23935,23935
34533,26850,1,25444.99,25444.99
20060,33459,5,1473.69,7368.45
37714,16645,1,2380.21,2380.21
41739,5001,5,1809.55,9047.75
24027,5767,3,377.4,1132.2
37934,27896,5,2477.64,12388.2
30130,12749,4,4875.74,19502.96
35586,48281,5,530.82,2654.1
19438,20749,4,16720.5,66882
5693,33836,5,5581.49,27907.45
43810,4218,2,14375.74,28751.48
18720,40577,2,425.42,850.84
46671,6057,4,20231.37,80925.48
30875,24164,3,89.95,269.85
45706,1988,2,141.42,282.84
43165,7013,1,2127.79,2127.79
40111,13074,5,120.64,603.2
35708,33686,2,97.53,195.06
40516,23835,4,865.99,3463.96
12559,29832,5,409.9,2049.5
30980,14934,4,1944.4,7777.6
49460,31801,5,29.44,147.2
37252,43746,5,22617.74,113088.7
36574,1328,1,6556.72,6556.72
38389,26900,2,2472.41,4944.82
11297,13329,1,1736.53,1736.53
17267,8506,1,39305.15,39305.15
6515,43395,2,589.72,1179.44
21657,15841,3,2613.08,7839.24
678,17943,3,5623.47,16870.41
17749,41429,3,720.52,2161.56
29,30009,2,30869.49,61738.98
49640,5819,1,24.96,24.96
48173,8088,2,19171.13,38342.26
20931,38442,4,2421.41,9685.64
26041,29638,5,17482.47,87412.35
46244,23133,4,2102.53,8410.12
6423,8120,2,407.41,814.82
40009,12527,3,47.27,141.81
15725,2863,1,5355.09,5355.09
38150,14201,4,43752.13,175008.52
14208,14033,5,1339.31,6696.55
21857,38757,4,2478.65,9914.6
49242,23849,4,6236.69,24946.76
31079,33016,5,93.3,466.5
49161,31694,4,114.47,457.88
47087,25317,1,15904.2,15904.2
11025,28684,4,472.69,1890.76
23614,7398,3,17.85,53.55
45386,39037,2,1432.03,2864.06
20389,47789,1,3793.73,3793.73
480,3955,5,5245.89,26229.45
26852,39586,1,21905.16,21905.16
1280,17831,1,37.64,37.64
33550,4441,2,6363.07,12726.14
27066,26668,2,2992.28,5984.56
2306,26846,4,25.34,101.36
27941,5709,1,1919.48,1919.48
11088,49601,1,14389.2,14389.2
5289,6025,4,5379.27,21517.08
17888,23990,1,25064.17,25064.17
44151,48985,5,1009.89,5049.45
42306,34813,5,1633.13,8165.65
16070,17291,4,2412.05,9648.2
30045,14511,1,5274.35,5274.35
3779,6937,1,6274.8,6274.8
47763,2035,4,1402.52,5610.08
3357,187,2,5417.21,10834.42
396,49126,5,2519.11,12595.55
21856,38293,4,14364.77,57459.08
14669,31626,1,2183.78,2183.78
25489,7538,2,17789.57,35579.14
18245,21471,3,348.99,1046.97
23108,7616,5,5804.57,29022.85
24047,4205,2,1512.5,3025
48640,8350,2,386.11,772.22
42324,8732,4,7462.65,29850.6
28350,21829,1,22260.66,22260.66
39456,35450,1,3773.32,3773.32
7942,31356,1,617.84,617.84
41036,45166,3,16.25,48.75
27361,37291,3,21355.67,64067.01
39243,47476,1,1241.68,1241.68
18416,21356,4,959.38,3837.52
35838,36128,3,22589.46,67768.38
32240,7772,3,22143.8,66431.4
41312,13766,3,348.92,1046.76
4800,11491,1,1058.33,1058.33
3061,18257,3,27.14,81.42
46628,8120,3,407.41,1222.23
33330,11557,5,18784.64,93923.2
20266,14512,4,432.14,1728.56
21622,28443,5,11621.94,58109.7
47468,24245,5,22027,110135
49931,25466,5,1577.07,7885.35
31642,41198,3,2344.19,7032.57
17345,14979,1,158,158
9834,29571,5,4818.11,24090.55
40362,6361,1,1968.44,1968.44
30107,47578,3,665.13,1995.39
21788,28622,1,578.85,578.85
41050,33965,3,392.48,1177.44
4190,10785,1,2438.85,2438.85
24474,17169,1,22255.04,22255.04
17575,33293,2,1551.3,3102.6
20461,22941,4,22,88
27859,49538,5,26.58,132.9
8641,22522,3,28120.21,84360.63
4417,14654,2,429.09,858.18
4766,18608,4,119.23,476.92
2306,31299,4,16049.53,64198.12
36855,4984,5,4171.36,20856.8
48092,18668,2,39803.04,79606.08
39518,45274,2,12729.39,25458.78
40364,24158,4,98.45,393.8
48123,35889,3,38727.6,116182.8
28992,26837,3,92.12,276.36
154,22300,3,1147.43,3442.29
32763,24627,4,924.12,3696.48
17316,17485,3,23949.37,71848.11
14011,5367,2,45504.38,91008.76
32782,27340,4,6868.49,27473.96
34101,8265,2,374.53,749.06
27991,11667,4,4837.32,19349.28
49078,42289,5,2163.72,10818.6
17818,47677,2,68.03,136.06
41518,13288,4,2381.56,9526.24
43388,19407,1,26.24,26.24
20526,41297,1,2954.82,2954.82
31121,46210,1,3174.8,3174.8
28773,23733,4,404.88,1619.52
42764,15259,2,40746.8,81493.6
9590,36316,2,1345.85,2691.7
28388,7206,2,6083.02,12166.04
34127,7181,3,6687.51,20062.53
11941,1050,1,1578.93,1578.93
8586,35803,4,34264.52,137058.08
43056,15936,3,19828.29,59484.87
47309,350,2,22810.12,45620.24
26766,11783,4,443.06,1772.24
41112,21971,4,9.51,38.04
10159,37939,3,12664.91,37994.73
9908,8397,3,1670.31,5010.93
8291,39155,2,535.28,1070.56
9501,28139,4,37294.68,149178.72
16911,46152,3,34872.39,104617.17
10007,45119,1,259.48,259.48
34046,8729,4,3049.56,12198.24
44399,1666,4,107.71,430.84
22807,38940,5,466.7,2333.5
48900,6943,4,17962.5,71850
49802,42777,2,3493.68,6987.36
4936,6460,4,4266.36,17065.44
1679,5194,2,1143.1,2286.2
18872,47311,1,1672.55,1672.55
49844,12423,4,1835.3,7341.2
3567,12872,4,15044.35,60177.4
523,35386,2,643.08,1286.16
30823,33910,1,2120.92,2120.92
22919,46565,4,9266.06,37064.24
46812,23478,5,12352.22,61761.1
18153,38262,5,1786.16,8930.8
31161,23400,3,1132.55,3397.65
41457,10457,5,132.75,663.75
4544,2937,5,141.34,706.7
13763,7105,5,142.25,711.25
39559,42986,2,2250.14,4500.28
33572,37819,4,1863.32,7453.28
14839,23823,3,52.99,158.97
12202,15105,1,41873,41873
14927,15798,3,424.74,1274.22
33879,47241,4,6185.13,24740.52
11536,26351,5,1400.77,7003.85
22712,1240,2,122.22,244.44
35259,21482,1,424.75,424.75
18417,17647,5,19223.82,96119.1
24976,42802,1,12675.5,12675.5
6951,3126,1,409.1,409.1
26595,43360,2,6469.96,12939.92
9688,40821,1,21743.31,21743.31
76,3143,3,15194.66,45583.98
44547,10797,1,2139.66,2139.66
40284,38438,5,358.28,1791.4
41092,37296,2,1453.89,2907.78
38928,25378,1,252.07,252.07
32134,12691,2,120.42,240.84
7400,11992,3,5099.02,15297.06
27473,45591,4,210.19,840.76
4715,17333,2,7862.7,15725.4
2821,25183,2,20073.39,40146.78
7376,17312,1,48708.76,48708.76
10120,17599,5,13451.11,67255.55
38823,43496,5,1950.97,9754.85
35733,37212,2,14058.77,28117.54
42705,19163,2,56.28,112.56
6932,32467,1,154.87,154.87
43079,7784,3,18997.06,56991.18
8286,9920,2,2743.11,5486.22
8072,12026,5,754.43,3772.15
42687,19233,1,5158.28,5158.28
23960,41541,2,24510.49,49020.98
30126,31419,4,112.71,450.84
23384,47429,3,48.37,145.11
37348,11888,3,2047.85,6143.55
16285,49539,2,19299.82,38599.64
17454,10770,3,293.4,880.2
17533,45539,4,10690.67,42762.68
23416,37418,3,163.29,489.87
30928,25486,2,496.39,992.78
19673,37943,2,12420.92,24841.84
38952,35631,5,18913.47,94567.35
27616,43160,1,1863.21,1863.21
34179,29953,3,4302.87,12908.61
10934,34008,5,1681.27,8406.35
44088,11790,5,2332.9,11664.5
8084,29178,1,189.14,189.14
10663,27980,2,9547.49,19094.98
17608,20609,5,2224.81,11124.05
23431,8409,2,3631.83,7263.66
19323,43873,2,1111.94,2223.88
5282,28339,4,319.47,1277.88
8577,3424,5,1237.64,6188.2
15063,47366,5,2449.56,12247.8
33820,33946,3,15218.59,45655.77
45181,43068,4,7838.37,31353.48
5766,43611,1,3211.49,3211.49
34128,26740,2,2535.72,5071.44
12022,26650,3,29617.03,88851.09
39909,5187,5,23884.6,119423
18454,828,4,51.99,207.96
28611,40950,3,262.6,787.8
8897,21401,1,14553.44,14553.44
24065,21930,4,5318.86,21275.44
43113,9973,5,1082.74,5413.7
29386,22096,3,26012.87,78038.61
38540,14968,2,304.98,609.96
36352,16682,1,179.16,179.16
37964,45485,4,300.36,1201.44
10869,7451,5,16829.4,84147
33480,22670,1,15939.49,15939.49
22265,24446,2,7212.33,14424.66
36373,33655,3,79.86,239.58
28294,37532,4,7923.29,31693.16
22875,43676,2,32749.53,65499.06
34228,19218,4,115.13,460.52
14335,25269,3,748.41,2245.23
37314,11230,4,88.28,353.12
48206,28205,4,31.86,127.44
4172,8036,2,1498.27,2996.54
6673,47116,4,163.29,653.16
25307,49795,1,40304.26,40304.26
21585,48627,5,1373.84,6869.2
49120,27372,3,986.31,2958.93
48229,45687,1,7345.6,7345.6
17853,46383,5,12952.13,64760.65
30772,3751,5,17688.53,88442.65
29282,10636,5,200.98,1004.9
41890,18702,1,1273.64,1273.64
7972,772,4,1125.46,4501.84
30706,47823,4,10719.41,42877.64
17929,41234,3,9988.96,29966.88
43216,17992,1,197.24,197.24
23465,27893,1,6020.31,6020.31
10769,3822,1,20862.15,20862.15
34306,28988,2,89.78,179.56
10024,35290,3,48560.87,145682.61
48894,26060,3,24085.7,72257.1
36530,40964,1,21918.66,21918.66
41955,47410,5,15.92,79.6
3644,22949,2,209.01,418.02
33605,995,3,831.72,2495.16
44061,14559,3,2399.62,7198.86
27509,21731,1,1406.69,1406.69
13252,9944,3,21390.89,64172.67
46561,1563,2,22636.17,45272.34
1692,31120,1,6316.79,6316.79
46028,14814,1,24528.28,24528.28
36309,32806,3,896.45,2689.35
42145,17950,2,545.54,1091.08
15275,41661,3,1345.81,4037.43
49877,33934,5,272.24,1361.2
34495,14092,4,2435.89,9743.56
42043,27048,2,2529.46,5058.92
32868,38560,3,1405.7,4217.1
41447,27378,1,12795.96,12795.96
33800,40086,4,341.67,1366.68
41160,46908,2,1829.17,3658.34
46843,43343,4,284.94,1139.76
22310,19148,4,859.63,3438.52
28898,16422,4,113.53,454.12
48939,3898,1,14087.73,14087.73
43585,5522,1,949.5,949.5
36667,17506,2,448.23,896.46
40958,46354,5,88.15,440.75
3502,5546,4,10.25,41
41046,41846,2,32.35,64.7
23256,33960,4,2815.31,11261.24
23104,6832,3,45934.01,137802.03
25866,1317,1,78.83,78.83
9181,20652,2,344.83,689.66
1265,825,5,12804.29,64021.45
49506,23680,5,170.75,853.75
42119,18562,1,3377.15,3377.15
15807,42400,3,44126.2,132378.6
20070,40595,5,28112.05,140560.25
47478,4469,5,25157.39,125786.95
23898,47741,3,2958.9,8876.7
212,7576,4,1155.54,4622.16
30209,19207,5,4982.57,24912.85
23493,1308,2,86.67,173.34
20708,17905,3,2566.22,7698.66
40039,45376,2,2115.98,4231.96
20576,14650,1,7532.65,7532.65
20765,34072,1,177.34,177.34
12474,21299,3,129.88,389.64
7249,11792,4,1640.39,6561.56
43406,18074,1,12183.5,12183.5
1685,36742,5,81.94,409.7
47156,13248,5,1448.22,7241.1
43072,29214,3,322.78,968.34
21090,40860,5,2051.59,10257.95
41173,26098,5,767.43,3837.15
3985,25732,4,599.17,2396.68
27827,18078,2,27459.28,54918.56
1975,27754,4,1006.39,4025.56
12722,33848,4,25445.94,101783.76
20563,2640,2,5677.75,11355.5
31234,35795,4,2303.46,9213.84
42033,12641,4,1254.3,5017.2
10718,6233,5,3210.83,16054.15
19383,33416,1,449.62,449.62
29399,30029,3,1736.94,5210.82
21812,20821,5,6775.9,33879.5
19063,36672,5,3540.48,17702.4
7790,5385,4,217.58,870.32
24831,6869,4,35244.5,140978
15782,42588,3,150.22,450.66
45942,49201,4,1808.75,7235
19103,11678,2,14199.38,28398.76
4831,38014,5,1244.43,6222.15
4607,18911,2,2938.96,5877.92
6430,23505,1,882.18,882.18
44175,37403,4,256.51,1026.04
3019,31555,1,1805.23,1805.23
41708,48789,1,775.06,775.06
10078,41852,1,585.76,585.76
10238,42186,2,9758.97,19517.94
18648,39796,2,13735.31,27470.62
23868,2664,5,261.64,1308.2
45444,26392,1,2662.95,2662.95
35969,14933,1,456.12,456.12
15126,33415,4,44650.93,178603.72
11390,35957,5,2084.11,10420.55
36707,7792,5,120.83,604.15
40269,47394,5,8843.95,44219.75
39605,49364,2,622.6,1245.2
10447,35676,3,2334.49,7003.47
2800,3602,4,1629.06,6516.24
33583,9093,4,2203.79,8815.16
43574,41785,5,1990.76,9953.8
13633,4893,2,17426.18,34852.36
11169,16928,1,5049.09,5049.09
38632,6391,1,438.95,438.95
41813,3392,2,1278.13,2556.26
8402,22616,5,2085.04,10425.2
45326,6375,4,2294.54,9178.16
14718,13844,3,2035.08,6105.24
22033,13828,3,498.11,1494.33
12001,41980,1,671.12,671.12
1245,24508,3,461.65,1384.95
35499,45668,5,39528.73,197643.65
7114,4642,5,1028.45,5142.25
34873,15325,1,25174.16,25174.16
2853,14906,1,40694.47,40694.47
49008,44902,3,2197.56,6592.68
9770,29650,1,1152.32,1152.32
13265,16544,3,15413.07,46239.21
47869,4583,5,188.8,944
41809,17940,3,180.7,542.1
3713,46402,3,38883.5,116650.5
13781,33442,1,2511.73,2511.73
32552,23252,3,454.7,1364.1
17905,48464,1,117.28,117.28
21796,49993,3,8637.78,25913.34
43837,41133,3,38156.28,114468.84
36487,24598,3,38191.18,114573.54
17388,20733,2,22680.01,45360.02
26262,18701,4,11137.02,44548.08
23929,1592,4,7697.66,30790.64
10787,49647,2,18524.96,37049.92
5970,43818,2,28546.92,57093.84
17865,7069,5,4683.02,23415.1
6439,42946,4,3122.93,12491.72
9973,36844,5,1031.08,5155.4
19526,17962,5,477.86,2389.3
14423,24332,4,42121.91,168487.64
49529,22017,2,23730.45,47460.9
45662,4317,3,2174.3,6522.9
36268,294,5,28137.15,140685.75
6428,3321,2,1428.12,2856.24
26300,8487,2,14889.79,29779.58
41967,15085,2,8759.92,17519.84
9291,40529,4,14634.41,58537.64
5425,38883,2,1231.27,2462.54
1335,588,2,382.73,765.46
2793,29205,5,28463.74,142318.7
574,25422,3,37730.96,113192.88
29207,13580,5,1619.39,8096.95
48123,20874,5,896.18,4480.9
2344,1533,5,9634.5,48172.5
48897,44760,1,1712.37,1712.37
48557,31117,3,1854.07,5562.21
19999,4637,1,210.19,210.19
30563,2725,4,192.66,770.64
10276,47184,2,19515.15,39030.3
1547,47036,5,878.91,4394.55
39076,19334,4,5140.2,20560.8
26582,28632,2,2114.44,4228.88
40641,33645,1,1652.37,1652.37
38491,38925,4,1026.79,4107.16
33516,34007,2,68.34,136.68
22667,33422,3,13.08,39.24
12556,18056,1,787.05,787.05
30772,28381,3,164.98,494.94
4076,16086,4,552.55,2210.2
1028,10880,5,18.97,94.85
5259,39550,2,2251.16,4502.32
1397,22835,1,13314.13,13314.13
10129,30516,1,8562.98,8562.98
39431,34731,1,45520.68,45520.68
3924,38363,5,20660.83,103304.15
49872,17198,3,9473.06,28419.18
26686,20793,2,1109.55,2219.1
19923,41501,5,35803.4,179017
36673,8654,4,2140.38,8561.52
23217,8818,2,18428.12,36856.24
18348,14001,1,1129.63,1129.63
20087,2808,4,15017,60068
14372,8346,3,18552.3,55656.9
48083,44272,2,1308.38,2616.76
36947,24289,4,1739.63,6958.52
38833,5630,1,21270.6,21270.6
12837,24168,2,339.18,678.36
18718,47356,1,9988.39,9988.39
24093,18571,3,1002.7,3008.1
29728,40682,5,2453.21,12266.05
21872,34115,1,9500.2,9500.2
45741,35572,3,2198.78,6596.34
45558,404,1,4203.26,4203.26
10723,1289,5,7753.14,38765.7
13504,33725,5,148.26,741.3
11215,6421,1,19257.85,19257.85
26900,12795,3,19748.21,59244.63
32420,1017,1,19703.14,19703.14
26134,23897,3,24788.3,74364.9
7888,34340,2,10.29,20.58
44068,41632,5,247.46,1237.3
17859,8669,5,2643.02,13215.1
44763,44472,2,72.63,145.26
41096,27399,2,23205.27,46410.54
6203,31086,4,12.96,51.84
42487,47559,1,2401.62,2401.62
37227,31178,2,249.18,498.36
696,7309,3,18241.95,54725.85
42005,4605,1,7793.92,7793.92
6258,2971,5,12206.06,61030.3
19311,44030,5,1503.56,7517.8
32926,37528,5,4997.37,24986.85
464,43712,3,24870.62,74611.86
26990,30992,5,11319.86,56599.3
48835,35939,3,7031.68,21095.04
33055,26937,3,196.9,590.7
44997,39683,1,7066.88,7066.88
32646,40576,4,29507.77,118031.08
7755,35207,3,2313.55,6940.65
47646,3429,3,527.09,1581.27
12188,42402,1,12.31,12.31
6043,27369,2,5384.18,10768.36
14273,17926,1,422.33,422.33
8033,28254,4,1334.76,5339.04
16260,14161,1,5400.33,5400.33
15058,39238,2,18.62,37.24
14436,31106,2,1929.61,3859.22
26355,4979,4,25373.02,101492.08
37759,35802,3,167.72,503.16
17169,41927,5,110.3,551.5
38078,39563,5,186.16,930.8
13290,24357,5,2351.45,11757.25
32073,20197,3,19035.19,57105.57
34510,22285,2,1603.28,3206.56
7914,9093,3,2203.79,6611.37
4134,32607,3,1225.85,3677.55
40632,49375,1,2381.59,2381.59
44688,27388,3,202,606
49920,36780,5,2902,14510
49481,30357,1,26355.2,26355.2
18581,28338,3,17846.41,53539.23
47774,1210,1,23.55,23.55
7546,48334,3,103.2,309.6
38647,5149,2,487.74,975.48
16350,31971,1,132.35,132.35
37237,41674,3,45,135
30534,10868,4,1306.25,5225
9135,7213,4,45921.35,183685.4
15479,4429,3,26225.18,78675.54
30705,30268,4,27506.5,110026
5721,23080,4,37628.8,150515.2
18890,14566,3,171.54,514.62
21455,42073,1,1369.85,1369.85
14720,25010,3,1259.52,3778.56
39244,15709,1,12533.76,12533.76
6630,25177,5,8571.88,42859.4
44684,18501,3,5578.49,16735.47
9195,37111,4,304.83,1219.32
28830,42445,2,43.35,86.7
20238,41565,2,710.82,1421.64
18984,42957,4,151.48,605.92
2064,5339,3,9133.61,27400.83
40110,11240,4,1675.09,6700.36
37560,6497,1,2434.03,2434.03
10670,48688,4,2177.46,8709.84
40423,32727,3,390.38,1171.14
43839,9665,5,1931.14,9655.7
40497,1509,4,78.45,313.8
26037,37231,1,1691.4,1691.4
17814,26983,2,206.26,412.52
41358,28428,3,2942.53,8827.59
13601,4023,3,271.12,813.36
17887,47801,5,12276.64,61383.2
30633,39868,4,1947.74,7790.96
42743,40853,4,179.82,719.28
29933,42347,1,5.94,5.94
20707,28909,4,160.84,643.36
2982,26721,4,174,696
43249,404,1,4203.26,4203.26
49321,48349,1,37804.15,37804.15
11412,44408,5,209.79,1048.95
1361,1431,2,123.97,247.94
19638,12849,1,58.01,58.01
36454,5479,1,143.66,143.66
997,40156,5,440.93,2204.65
10554,47723,3,269.08,807.24
45702,14182,2,3310.92,6621.84
20478,14403,4,144.1,576.4
22208,40152,3,171.62,514.86
29324,802,2,14185.74,28371.48
36846,8079,4,16671.75,66687
12061,43577,2,815.21,1630.42
25143,21733,5,1956.7,9783.5
47562,21868,4,133.03,532.12
30288,45747,5,2137.23,10686.15
37572,31351,1,3131.77,3131.77
18257,46456,4,104.69,418.76
33599,49297,3,2045.27,6135.81
29442,17592,5,10001.35,50006.75
19710,22087,2,23.36,46.72
33971,35667,2,1525.49,3050.98
20929,49261,1,60.36,60.36
35731,14470,2,32478.2,64956.4
41026,47326,4,166.59,666.36
30498,33951,1,12024.46,12024.46
43324,37171,2,198.81,397.62
10833,30511,2,134.02,268.04
23781,22579,5,23642.13,118210.65
29770,38142,4,253.22,1012.88
29283,9592,5,1907.11,9535.55
33767,40432,5,7.7,38.5
29087,9872,3,68.4,205.2
26979,38199,2,22079.91,44159.82
43876,46049,4,3306.11,13224.44
19843,27111,5,472.01,2360.05
43308,24759,2,29357.28,58714.56
38003,46384,5,12613.31,63066.55
18175,41501,1,35803.4,35803.4
23806,20699,2,25628.56,51257.12
31874,11827,5,1096.17,5480.85
24403,34498,2,14668.39,29336.78
37243,15694,1,18900.86,18900.86
14057,19995,1,3372.8,3372.8
16087,45707,4,20578.56,82314.24
2967,31044,2,1320.44,2640.88
42189,31897,4,14925.01,59700.04
5187,22418,1,322.87,322.87
25503,4813,2,42272.91,84545.82
42496,34633,1,38753.46,38753.46
25117,17701,5,189.28,946.4
2928,3341,2,2366.86,4733.72
33556,34350,1,5354.02,5354.02
32307,12939,2,3386.22,6772.44
35464,14952,1,8355.72,8355.72
18445,3175,3,6.04,18.12
32299,39783,3,121.31,363.93
48409,5788,4,121.28,485.12
7269,10098,2,489.02,978.04
26710,24365,2,3038.85,6077.7
35366,40920,2,12929.15,25858.3
49881,40164,2,9954.06,19908.12
14944,43763,3,1072.04,3216.12
32272,20905,4,43953.4,175813.6
16724,19224,3,506.95,1520.85
35355,10566,3,364.81,1094.43
42741,42316,4,5242.47,20969.88
17580,11240,2,1675.09,3350.18
32487,29600,2,83.87,167.74
2012,17074,2,16.65,33.3
37356,14270,3,539.19,1617.57
21611,13676,1,1948.19,1948.19
14749,40296,3,7346.73,22040.19
6670,37879,3,6790.82,20372.46
25599,35210,4,24938.63,99754.52
34327,30347,1,2149.57,2149.57
15770,40395,3,111.35,334.05
1872,15960,5,26864.28,134321.4
23994,17556,2,121.6,243.2
12842,27782,4,5592.4,22369.6
23219,33875,1,3334.25,3334.25
39974,46759,2,24907.03,49814.06
11222,48728,1,2437,2437
39610,25537,4,3456.66,13826.64
29750,42425,2,16749.12,33498.24
6504,27846,2,5070.38,10140.76
20483,44514,4,10815.04,43260.16
36165,22300,4,1147.43,4589.72
35207,35072,3,7778.45,23335.35
13814,19571,4,439.68,1758.72
21538,36693,3,212.17,636.51
482,35926,1,223.06,223.06
33345,42954,4,10214.91,40859.64
4191,2534,3,231.59,694.77
44019,30588,2,179.65,359.3
27229,42867,3,545.79,1637.37
9543,33024,3,33998.77,101996.31
25894,46417,1,1069.09,1069.09
21311,38199,4,22079.91,88319.64
21022,19705,2,9699.99,19399.98
37660,7867,1,15968.44,15968.44
23140,5383,1,20510.04,20510.04
28104,23936,4,452.72,1810.88
42469,33854,5,5627.82,28139.1
24822,41271,4,2126.11,8504.44
16074,34200,2,1380.92,2761.84
10975,25323,3,1649.47,4948.41
23349,43888,5,2175.38,10876.9
38965,43492,5,47.39,236.95
